109	109	1.0	148	148	1.0	0.0
136	27	0.1985	140	8	0.0571	0.0
105	31	0.2952	154	14	0.0909	0.0
138	33	0.2391	149	5	0.0336	0.0
142	4	0.0282	152	3	0.0197	0.0
108	34	0.3148	153	1	0.0065	0.0
144	36	0.25	156	3	0.0192	0.0
118	26	0.2203	173	17	0.0983	0.0
161	43	0.2671	180	7	0.0389	0.0
174	13	0.0747	185	5	0.027	0.0
137	37	0.2701	170	15	0.0882	0.0
160	23	0.1437	174	4	0.023	0.0
132	28	0.2121	183	9	0.0492	0.0
166	34	0.2048	170	13	0.0765	0.0
164	2	0.0122	177	7	0.0395	0.0
133	31	0.2331	187	10	0.0535	0.0
171	38	0.2222	187	0	0.0	0.0
137	34	0.2482	195	8	0.041	0.0
190	53	0.2789	210	15	0.0714	0.0
205	15	0.0732	215	5	0.0233	0.0
166	39	0.2349	216	1	0.0046	0.0
202	36	0.1782	217	1	0.0046	0.0
165	37	0.2242	229	12	0.0524	0.0
220	55	0.25	236	7	0.0297	0.0
224	4	0.0179	237	1	0.0042	0.0
171	53	0.3099	246	9	0.0366	0.0
232	61	0.2629	259	13	0.0502	0.0
193	39	0.2021	284	25	0.088	0.0
263	70	0.2662	281	3	0.0107	0.0
248	15	0.0605	290	9	0.031	0.0
221	27	0.1222	314	24	0.0764	0.0
295	74	0.2508	310	4	0.0129	0.0
232	63	0.2716	358	48	0.1341	0.0
327	95	0.2905	362	4	0.011	0.0
334	7	0.021	361	1	0.0028	0.0
293	41	0.1399	384	23	0.0599	0.0
354	61	0.1723	377	7	0.0186	0.0
297	57	0.1919	427	50	0.1171	0.0
389	92	0.2365	421	6	0.0143	0.0
402	13	0.0323	424	3	0.0071	0.0
316	86	0.2722	403	21	0.0521	0.0
373	57	0.1528	412	9	0.0218	0.0
312	61	0.1955	426	14	0.0329	0.0
382	70	0.1832	423	3	0.0071	0.0
398	16	0.0402	425	2	0.0047	0.0
307	91	0.2964	467	42	0.0899	0.0
434	127	0.2926	464	3	0.0065	0.0
341	93	0.2727	502	38	0.0757	0.0
462	121	0.2619	497	5	0.0101	0.0
469	7	0.0149	503	6	0.0119	0.0
393	76	0.1934	521	18	0.0345	0.0
458	65	0.1419	521	0	0.0	0.0
400	58	0.145	548	27	0.0493	0.0
506	106	0.2095	536	12	0.0224	0.0
523	17	0.0325	537	1	0.0019	0.0
424	99	0.2335	557	20	0.0359	0.0
517	93	0.1799	565	8	0.0142	0.0
456	61	0.1338	619	54	0.0872	0.0
483	27	0.0559	610	9	0.0148	0.0
513	30	0.0585	595	15	0.0252	0.0
474	39	0.0823	621	26	0.0419	0.0
544	70	0.1287	613	8	0.0131	0.0
486	58	0.1193	661	48	0.0726	0.0
614	128	0.2085	658	3	0.0046	0.0
632	18	0.0285	650	8	0.0123	0.0
501	131	0.2615	669	19	0.0284	0.0
613	112	0.1827	653	16	0.0245	0.0
488	125	0.2561	672	19	0.0283	0.0
628	140	0.2229	677	5	0.0074	0.0
604	24	0.0397	670	7	0.0104	0.0
525	79	0.1505	694	24	0.0346	0.0
621	96	0.1546	681	13	0.0191	0.0
543	78	0.1436	697	16	0.023	0.0
640	97	0.1516	684	13	0.019	0.0
660	20	0.0303	694	10	0.0144	0.0
525	135	0.2571	701	7	0.01	0.0
644	119	0.1848	705	4	0.0057	0.0
541	103	0.1904	730	25	0.0342	0.0
681	140	0.2056	729	1	0.0014	0.0
684	3	0.0044	741	12	0.0162	0.0
585	99	0.1692	756	15	0.0198	0.0
662	77	0.1163	751	5	0.0067	0.0
598	64	0.107	765	14	0.0183	0.0
680	82	0.1206	764	1	0.0013	0.0
715	35	0.049	752	12	0.016	0.0
586	129	0.2201	790	38	0.0481	0.0
750	164	0.2187	801	11	0.0137	0.0
610	140	0.2295	813	12	0.0148	0.0
759	149	0.1963	806	7	0.0087	0.0
675	84	0.1244	807	1	0.0012	0.0
620	55	0.0887	830	23	0.0277	0.0
767	147	0.1917	830	0	0.0	0.0
628	139	0.2213	831	1	0.0012	0.0
755	127	0.1682	830	1	0.0012	0.0
783	28	0.0358	829	1	0.0012	0.0
650	133	0.2046	883	54	0.0612	0.0
835	185	0.2216	902	19	0.0211	0.0
691	144	0.2084	909	7	0.0077	0.0
852	161	0.189	904	5	0.0055	0.0
840	12	0.0143	902	2	0.0022	0.0
701	139	0.1983	890	12	0.0135	0.0
794	93	0.1171	887	3	0.0034	0.0
701	93	0.1327	893	6	0.0067	0.0
827	126	0.1524	919	26	0.0283	0.0
884	57	0.0645	921	2	0.0022	0.0
688	196	0.2849	884	37	0.0419	0.0
831	143	0.1721	900	16	0.0178	0.0
683	148	0.2167	898	2	0.0022	0.0
805	122	0.1516	894	4	0.0045	0.0
827	22	0.0266	893	1	0.0011	0.0
701	126	0.1797	940	47	0.05	0.0
834	133	0.1595	959	19	0.0198	0.0
760	74	0.0974	955	4	0.0042	0.0
894	134	0.1499	941	14	0.0149	0.0
914	20	0.0219	956	15	0.0157	0.0
758	156	0.2058	989	33	0.0334	0.0
931	173	0.1858	991	2	0.002	0.0
751	180	0.2397	997	6	0.006	0.0
801	50	0.0624	1038	41	0.0395	0.0
893	92	0.103	1048	10	0.0095	0.0
776	117	0.1508	1032	16	0.0155	0.0
923	147	0.1593	1025	7	0.0068	0.0
731	192	0.2627	1005	20	0.0199	0.0
