39	18	0.4615	40	0	0.0	0.0
40	1	0.025	40	0	0.0	0.0
25	15	0.6	33	7	0.2121	0.0
31	6	0.1935	35	2	0.0571	0.0
27	4	0.1481	37	2	0.0541	0.0
37	10	0.2703	37	0	0.0	0.0
35	2	0.0571	35	2	0.0571	0.0
25	10	0.4	42	7	0.1667	0.0
42	17	0.4048	42	0	0.0	0.0
29	13	0.4483	45	3	0.0667	0.0
43	14	0.3256	45	0	0.0	0.0
45	2	0.0444	45	0	0.0	0.0
36	9	0.25	55	10	0.1818	0.0
52	16	0.3077	55	0	0.0	0.0
37	15	0.4054	61	6	0.0984	0.0
61	24	0.3934	64	3	0.0469	0.0
63	2	0.0317	64	0	0.0	0.0
51	12	0.2353	62	2	0.0323	0.0
61	10	0.1639	63	1	0.0159	0.0
44	17	0.3864	55	8	0.1455	0.0
52	8	0.1538	54	1	0.0185	0.0
53	1	0.0189	54	0	0.0	0.0
37	16	0.4324	61	7	0.1148	0.0
59	22	0.3729	61	0	0.0	0.0
47	12	0.2553	69	8	0.1159	0.0
67	20	0.2985	70	1	0.0143	0.0
69	2	0.029	71	1	0.0141	0.0
48	21	0.4375	76	5	0.0658	0.0
72	24	0.3333	77	1	0.013	0.0
58	14	0.2414	85	8	0.0941	0.0
79	21	0.2658	83	2	0.0241	0.0
82	3	0.0366	87	4	0.046	0.0
57	25	0.4386	81	6	0.0741	0.0
78	21	0.2692	82	1	0.0122	0.0
54	24	0.4444	74	8	0.1081	0.0
72	18	0.25	80	6	0.075	0.0
77	5	0.0649	79	1	0.0127	0.0
57	20	0.3509	88	9	0.1023	0.0
86	29	0.3372	85	3	0.0353	0.0
56	30	0.5357	78	7	0.0897	0.0
74	18	0.2432	75	3	0.04	0.0
75	1	0.0133	78	3	0.0385	0.0
53	22	0.4151	71	7	0.0986	0.0
69	16	0.2319	74	3	0.0405	0.0
48	21	0.4375	62	12	0.1935	0.0
61	13	0.2131	72	10	0.1389	0.0
68	7	0.1029	70	2	0.0286	0.0
47	21	0.4468	63	7	0.1111	0.0
57	10	0.1754	60	3	0.05	0.0
42	15	0.3571	65	5	0.0769	0.0
61	19	0.3115	61	4	0.0656	0.0
61	0	0.0	65	4	0.0615	0.0
50	11	0.22	65	0	0.0	0.0
63	13	0.2063	66	1	0.0152	0.0
40	23	0.575	50	16	0.32	0.0
50	10	0.2	55	5	0.0909	0.0
52	2	0.0385	56	1	0.0179	0.0
42	10	0.2381	56	0	0.0	0.0
53	11	0.2075	56	0	0.0	0.0
36	17	0.4722	48	8	0.1667	0.0
41	5	0.122	45	3	0.0667	0.0
43	2	0.0465	43	2	0.0465	0.0
28	15	0.5357	40	3	0.075	0.0
38	10	0.2632	38	2	0.0526	0.0
23	15	0.6522	32	6	0.1875	0.0
30	7	0.2333	34	2	0.0588	0.0
32	2	0.0625	35	1	0.0286	0.0
23	9	0.3913	23	12	0.5217	0.0
