1619	543	0.3354	2244	19	0.0085	0.0
2072	453	0.2186	2241	3	0.0013	0.0
1587	485	0.3056	2182	59	0.027	0.0
2024	437	0.2159	2174	8	0.0037	0.0
2119	95	0.0448	2172	2	0.0009	0.0
1540	579	0.376	2149	23	0.0107	0.0
2070	530	0.256	2147	2	0.0009	0.0
1493	577	0.3865	2131	16	0.0075	0.0
1980	487	0.246	2129	2	0.0009	0.0
2059	79	0.0384	2122	7	0.0033	0.0
1466	593	0.4045	2101	21	0.01	0.0
2025	559	0.276	2112	11	0.0052	0.0
1431	594	0.4151	2090	22	0.0105	0.0
1992	561	0.2816	2090	0	0.0	0.0
2042	50	0.0245	2090	0	0.0	0.0
1436	606	0.422	2069	21	0.0101	0.0
1796	360	0.2004	2047	22	0.0107	0.0
1398	398	0.2847	2120	73	0.0344	0.0
1709	311	0.182	2057	63	0.0306	0.0
1988	279	0.1403	2062	5	0.0024	0.0
1409	579	0.4109	2014	48	0.0238	0.0
1812	403	0.2224	2003	11	0.0055	0.0
1394	418	0.2999	2064	61	0.0296	0.0
1910	516	0.2702	2055	9	0.0044	0.0
1943	33	0.017	2051	4	0.002	0.0
1348	595	0.4414	1978	73	0.0369	0.0
1908	560	0.2935	1987	9	0.0045	0.0
1295	613	0.4734	1997	10	0.005	0.0
1905	610	0.3202	2004	7	0.0035	0.0
1909	4	0.0021	1999	5	0.0025	0.0
1314	595	0.4528	2030	31	0.0153	0.0
1900	586	0.3084	2047	17	0.0083	0.0
1393	507	0.364	2129	82	0.0385	0.0
2049	656	0.3202	2162	33	0.0153	0.0
2103	54	0.0257	2170	8	0.0037	0.0
1411	692	0.4904	2185	15	0.0069	0.0
2087	676	0.3239	2203	18	0.0082	0.0
1462	625	0.4275	2256	53	0.0235	0.0
2125	663	0.312	2267	11	0.0049	0.0
2150	25	0.0116	2247	20	0.0089	0.0
1610	540	0.3354	2299	52	0.0226	0.0
2108	498	0.2362	2270	29	0.0128	0.0
1582	526	0.3325	2346	76	0.0324	0.0
2268	686	0.3025	2360	14	0.0059	0.0
2342	74	0.0316	2361	1	0.0004	0.0
1652	690	0.4177	2414	53	0.022	0.0
2133	481	0.2255	2409	5	0.0021	0.0
1658	475	0.2865	2488	79	0.0318	0.0
2377	719	0.3025	2486	2	0.0008	0.0
2464	87	0.0353	2495	9	0.0036	0.0
1714	750	0.4376	2528	33	0.0131	0.0
2393	679	0.2837	2508	20	0.008	0.0
1750	643	0.3674	2514	6	0.0024	0.0
2358	608	0.2578	2543	29	0.0114	0.0
2457	99	0.0403	2526	17	0.0067	0.0
1727	730	0.4227	2495	31	0.0124	0.0
2377	650	0.2735	2483	12	0.0048	0.0
1688	689	0.4082	2544	61	0.024	0.0
2405	717	0.2981	2527	17	0.0067	0.0
2494	89	0.0357	2522	5	0.002	0.0
1713	781	0.4559	2482	40	0.0161	0.0
2358	645	0.2735	2480	2	0.0008	0.0
1652	706	0.4274	2410	70	0.029	0.0
2220	568	0.2559	2426	16	0.0066	0.0
2294	74	0.0323	2412	14	0.0058	0.0
1564	730	0.4668	2257	155	0.0687	0.0
2138	574	0.2685	2294	37	0.0161	0.0
1514	624	0.4122	2119	175	0.0826	0.0
1968	454	0.2307	2107	12	0.0057	0.0
1988	20	0.0101	2081	26	0.0125	0.0
1372	616	0.449	1934	147	0.076	0.0
1764	392	0.2222	1919	15	0.0078	0.0
1269	495	0.3901	1793	126	0.0703	0.0
1646	377	0.229	1813	20	0.011	0.0
1712	66	0.0386	1827	14	0.0077	0.0
1088	624	0.5735	1566	261	0.1667	0.0
1360	272	0.2	1543	23	0.0149	0.0
915	445	0.4863	1304	239	0.1833	0.0
823	92	0.1118	1159	145	0.1251	0.0
1016	193	0.19	1129	30	0.0266	0.0
693	323	0.4661	1011	118	0.1167	0.0
833	140	0.1681	934	77	0.0824	0.0
487	346	0.7105	710	224	0.3155	0.0
607	120	0.1977	687	23	0.0335	0.0
626	19	0.0304	696	9	0.0129	0.0
305	321	1.0525	448	248	0.5536	0.0
412	107	0.2597	444	4	0.009	0.0
178	234	1.3146	240	204	0.85	0.0
214	36	0.1682	247	7	0.0283	0.0
173	41	0.237	204	43	0.2108	0.0
91	82	0.9011	128	76	0.5938	0.0
87	4	0.046	102	26	0.2549	0.0
32	55	1.7188	41	61	1.4878	0.0
34	2	0.0588	40	1	0.025	0.0
33	1	0.0303	38	2	0.0526	0.0
0	33	3.3	0	38	3.8	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
0	0	0	0	0	0	0.0
