1641	1641	1.0	2307	37	0.016	0.0
1945	304	0.1563	2280	27	0.0118	0.0
2189	244	0.1115	2259	21	0.0093	0.0
1596	593	0.3716	2206	53	0.024	0.0
2032	436	0.2146	2217	11	0.005	0.0
1558	474	0.3042	2227	10	0.0045	0.0
2073	515	0.2484	2214	13	0.0059	0.0
2109	36	0.0171	2231	17	0.0076	0.0
1609	500	0.3108	2193	38	0.0173	0.0
2106	497	0.236	2216	23	0.0104	0.0
1642	464	0.2826	2183	33	0.0151	0.0
2088	446	0.2136	2165	18	0.0083	0.0
2122	34	0.016	2168	3	0.0014	0.0
1582	540	0.3413	2178	10	0.0046	0.0
2071	489	0.2361	2177	1	0.0005	0.0
1563	508	0.325	2181	4	0.0018	0.0
2061	498	0.2416	2165	16	0.0074	0.0
2083	22	0.0106	2153	12	0.0056	0.0
1489	594	0.3989	2104	49	0.0233	0.0
2013	524	0.2603	2121	17	0.008	0.0
1520	493	0.3243	2104	17	0.0081	0.0
2006	486	0.2423	2098	6	0.0029	0.0
2022	16	0.0079	2092	6	0.0029	0.0
1537	485	0.3155	2113	21	0.0099	0.0
2008	471	0.2346	2141	28	0.0131	0.0
1558	450	0.2888	2099	42	0.02	0.0
1975	417	0.2111	2071	28	0.0135	0.0
2010	35	0.0174	2096	25	0.0119	0.0
1555	455	0.2926	2094	2	0.001	0.0
1832	277	0.1512	2115	21	0.0099	0.0
1568	264	0.1684	2147	32	0.0149	0.0
1989	421	0.2117	2140	7	0.0033	0.0
2079	90	0.0433	2151	11	0.0051	0.0
1609	470	0.2921	2184	33	0.0151	0.0
2028	419	0.2066	2150	34	0.0158	0.0
1601	427	0.2667	2236	86	0.0385	0.0
2124	523	0.2462	2220	16	0.0072	0.0
2154	30	0.0139	2232	12	0.0054	0.0
1658	496	0.2992	2221	11	0.005	0.0
2128	470	0.2209	2218	3	0.0014	0.0
1659	469	0.2827	2222	4	0.0018	0.0
2116	457	0.216	2216	6	0.0027	0.0
2162	46	0.0213	2225	9	0.004	0.0
