Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
78,10,0.1282,106,3,0.0283,0
81,3,0.037,103,0,0.0,0
76,4,0.0526,99,3,0.0303,0
59,7,0.1186,94,12,0.1277,0
79,10,0.1266,105,3,0.0286,0
75,4,0.0533,92,13,0.1413,0
60,0,0.0,93,6,0.0645,0
72,5,0.0694,91,9,0.0989,0
76,2,0.0263,107,11,0.1028,0
75,7,0.0933,90,8,0.0889,0
84,5,0.0595,104,0,0.0,0
76,1,0.0132,95,2,0.0211,0
69,5,0.0725,96,2,0.0208,0
73,4,0.0548,99,8,0.0808,0
99,2,0.0202,123,10,0.0813,0
73,3,0.0411,96,1,0.0104,0
81,1,0.0123,96,10,0.1042,0
84,1,0.0119,106,1,0.0094,0
82,2,0.0244,106,0,0.0,0
76,9,0.1184,95,11,0.1158,0
48,15,0.3125,78,13,0.1667,0
47,1,0.0213,60,18,0.3,0
41,6,0.1463,95,22,0.2316,0
54,0,0.0,100,6,0.06,0
51,3,0.0588,138,38,0.2754,0
85,16,0.1882,176,21,0.1193,0
97,12,0.1237,210,34,0.1619,0
184,7,0.038,306,12,0.0392,0
256,10,0.0391,355,15,0.0423,0
259,4,0.0154,365,20,0.0548,0
257,2,0.0078,348,17,0.0489,0
235,3,0.0128,335,7,0.0209,0
10,269,26.9,178,174,0.9775,1
168,3,0.0179,275,21,0.0764,0
158,20,0.1266,231,10,0.0433,0
156,2,0.0128,215,16,0.0744,0
142,4,0.0282,188,11,0.0585,0
177,5,0.0282,278,0,0.0,0
154,13,0.0844,241,0,0.0,0
160,8,0.05,269,7,0.026,0
171,3,0.0175,283,3,0.0106,0
237,15,0.0633,369,1,0.0027,0
308,28,0.0909,458,4,0.0087,0
323,16,0.0495,488,4,0.0082,0
303,38,0.1254,507,38,0.075,0
326,3,0.0092,503,2,0.004,0
323,9,0.0279,486,1,0.0021,0
329,23,0.0699,493,19,0.0385,0
340,15,0.0441,484,6,0.0124,0
319,11,0.0345,477,21,0.044,0
304,30,0.0987,473,13,0.0275,0
206,31,0.1505,321,8,0.0249,0
186,2,0.0108,275,6,0.0218,0
194,20,0.1031,277,6,0.0217,0
186,0,0.0,314,19,0.0605,0
205,18,0.0878,319,13,0.0408,0
225,12,0.0533,326,6,0.0184,0
232,12,0.0517,314,23,0.0732,0
231,1,0.0043,367,26,0.0708,0
256,1,0.0039,365,16,0.0438,0
250,16,0.064,366,16,0.0437,0
247,7,0.0283,368,2,0.0054,0
260,7,0.0269,400,22,0.055,0
284,19,0.0669,423,4,0.0095,0
320,7,0.0219,445,18,0.0404,0
280,13,0.0464,420,13,0.031,0
255,17,0.0667,397,21,0.0529,0
297,26,0.0875,406,10,0.0246,0
230,27,0.1174,362,7,0.0193,0
220,14,0.0636,356,39,0.1096,0
200,5,0.025,307,3,0.0098,0
211,1,0.0047,307,0,0.0,0
178,19,0.1067,281,4,0.0142,0
177,5,0.0282,278,1,0.0036,0
106,23,0.217,222,6,0.027,0
114,5,0.0439,255,14,0.0549,0
156,19,0.1218,256,14,0.0547,0
86,2,0.0233,181,3,0.0166,0
117,2,0.0171,244,32,0.1311,0
149,3,0.0201,241,20,0.083,0
140,10,0.0714,241,20,0.083,0
129,2,0.0155,254,28,0.1102,0
203,21,0.1034,370,4,0.0108,0
260,14,0.0538,478,44,0.0921,0
256,11,0.043,449,28,0.0624,0
220,36,0.1636,440,9,0.0205,0
275,8,0.0291,454,25,0.0551,0
268,7,0.0261,456,2,0.0044,0
285,18,0.0632,450,16,0.0356,0
285,1,0.0035,451,16,0.0355,0
287,2,0.007,453,2,0.0044,0
295,7,0.0237,455,9,0.0198,0
294,11,0.0374,448,12,0.0268,0
301,3,0.01,445,22,0.0494,0
314,2,0.0064,462,16,0.0346,0
285,23,0.0807,434,0,0.0,0
310,8,0.0258,458,16,0.0349,0
309,25,0.0809,467,15,0.0321,0
296,20,0.0676,464,17,0.0366,0
334,4,0.012,485,28,0.0577,0
324,10,0.0309,492,7,0.0142,0
314,18,0.0573,472,57,0.1208,0
282,2,0.0071,437,13,0.0297,0
287,39,0.1359,429,19,0.0443,0
238,1,0.0042,394,12,0.0305,0
224,11,0.0491,354,39,0.1102,0
251,12,0.0478,374,10,0.0267,0
275,7,0.0255,400,11,0.0275,0
263,3,0.0114,385,15,0.039,0
258,2,0.0078,422,36,0.0853,0
266,8,0.0301,405,17,0.042,0
250,12,0.048,405,20,0.0494,0
244,3,0.0123,426,17,0.0399,0
298,34,0.1141,439,17,0.0387,0
278,20,0.0719,382,57,0.1492,0
280,0,0.0,374,31,0.0829,0
308,39,0.1266,427,4,0.0094,0
273,15,0.0549,439,39,0.0888,0
294,17,0.0578,386,48,0.1244,0
272,38,0.1397,419,7,0.0167,0
277,13,0.0469,405,19,0.0469,0
264,27,0.1023,409,19,0.0465,0
271,1,0.0037,412,15,0.0364,0
269,20,0.0743,399,28,0.0702,0
291,4,0.0137,416,19,0.0457,0
280,11,0.0393,429,18,0.042,0
294,1,0.0034,443,12,0.0271,0
312,44,0.141,414,15,0.0362,0
303,16,0.0528,418,7,0.0167,0
307,4,0.013,436,3,0.0069,0
288,2,0.0069,411,34,0.0827,0
271,32,0.1181,419,3,0.0072,0
250,29,0.116,423,22,0.052,0
253,13,0.0514,398,10,0.0251,0
250,14,0.056,412,31,0.0752,0
242,8,0.0331,364,48,0.1319,0
226,7,0.031,344,33,0.0959,0
243,18,0.0741,358,20,0.0559,0
266,24,0.0902,339,13,0.0383,0
226,30,0.1327,341,25,0.0733,0
240,5,0.0208,372,17,0.0457,0
178,30,0.1685,293,7,0.0239,0
189,0,0.0,321,7,0.0218,0
210,3,0.0143,342,11,0.0322,0
204,21,0.1029,329,9,0.0274,0
214,4,0.0187,330,6,0.0182,0
245,11,0.0449,308,1,0.0032,0
245,16,0.0653,341,14,0.0411,0
227,18,0.0793,335,6,0.0179,0
247,9,0.0364,339,5,0.0147,0
225,9,0.04,341,4,0.0117,0
219,5,0.0228,293,19,0.0648,0
210,4,0.019,329,2,0.0061,0
218,1,0.0046,312,11,0.0353,0
245,1,0.0041,361,19,0.0526,0
265,3,0.0113,353,16,0.0453,0
249,1,0.004,345,1,0.0029,0
239,21,0.0879,324,0,0.0,0
243,6,0.0247,348,8,0.023,0
133,7,0.0526,247,12,0.0486,0
141,15,0.1064,243,14,0.0576,0
204,8,0.0392,319,25,0.0784,0
238,0,0.0,310,5,0.0161,0
234,10,0.0427,318,18,0.0566,0
260,32,0.1231,338,9,0.0266,0
234,11,0.047,325,5,0.0154,0
262,5,0.0191,345,3,0.0087,0
241,2,0.0083,323,14,0.0433,0
243,11,0.0453,355,22,0.062,0
251,8,0.0319,351,21,0.0598,0
235,8,0.034,313,2,0.0064,0
274,24,0.0876,348,14,0.0402,0
288,8,0.0278,335,20,0.0597,0
270,23,0.0852,333,6,0.018,0
266,8,0.0301,325,17,0.0523,0
281,15,0.0534,356,31,0.0871,0
243,17,0.07,325,21,0.0646,0
264,14,0.053,360,5,0.0139,0
243,8,0.0329,323,7,0.0217,0
251,4,0.0159,329,11,0.0334,0
235,33,0.1404,327,18,0.055,0
236,19,0.0805,334,16,0.0479,0
262,11,0.042,352,15,0.0426,0
245,12,0.049,343,6,0.0175,0
263,12,0.0456,343,8,0.0233,0
256,9,0.0352,333,19,0.0571,0
10,252,25.2,195,148,0.759,1
438,27,0.0616,653,11,0.0168,0
531,15,0.0282,730,2,0.0027,0
492,43,0.0874,755,12,0.0159,0
506,11,0.0217,832,58,0.0697,0
533,13,0.0244,839,11,0.0131,0
510,0,0.0,768,33,0.043,0
508,17,0.0335,749,13,0.0174,0
488,0,0.0,748,10,0.0134,0
457,12,0.0263,724,12,0.0166,0
456,10,0.0219,712,5,0.007,0
742,5,0.0067,1187,77,0.0649,0
915,19,0.0208,1384,7,0.0051,0
986,47,0.0477,1487,54,0.0363,0
1032,39,0.0378,1565,4,0.0026,0
1086,22,0.0203,1711,73,0.0427,0
1206,5,0.0041,1800,26,0.0144,0
1139,2,0.0018,1736,5,0.0029,0
1129,10,0.0089,1763,27,0.0153,0
1152,3,0.0026,1649,4,0.0024,0
992,18,0.0181,1440,23,0.016,0
956,14,0.0146,1465,24,0.0164,0
933,51,0.0547,1390,32,0.023,0
1051,22,0.0209,1461,24,0.0164,0
1079,28,0.0259,1421,40,0.0281,0
1114,35,0.0314,1472,51,0.0346,0
1189,62,0.0521,1436,52,0.0362,0
1129,25,0.0221,1465,15,0.0102,0
1050,46,0.0438,1385,50,0.0361,0
998,16,0.016,1385,8,0.0058,0
993,5,0.005,1366,19,0.0139,0
1035,42,0.0406,1422,56,0.0394,0
1048,53,0.0506,1409,34,0.0241,0
1059,30,0.0283,1362,12,0.0088,0
1022,16,0.0157,1385,22,0.0159,0
1107,27,0.0244,1381,35,0.0253,0
1072,35,0.0326,1426,45,0.0316,0
1051,21,0.02,1396,30,0.0215,0
1122,64,0.057,1378,17,0.0123,0
1096,48,0.0438,1382,10,0.0072,0
1071,28,0.0261,1508,38,0.0252,0
900,17,0.0189,1286,66,0.0513,0
1084,28,0.0258,1597,8,0.005,0
1122,61,0.0544,1584,24,0.0152,0
1094,53,0.0484,1611,67,0.0416,0
1177,8,0.0068,1643,0,0.0,0
1274,30,0.0235,1708,21,0.0123,0
1275,16,0.0125,1704,42,0.0246,0
1318,74,0.0561,1802,81,0.045,0
1263,3,0.0024,1772,24,0.0135,0
1193,1,0.0008,1709,33,0.0193,0
1243,6,0.0048,1740,25,0.0144,0
1205,7,0.0058,1681,18,0.0107,0
1180,66,0.0559,1638,19,0.0116,0
1189,14,0.0118,1622,42,0.0259,0
1126,63,0.056,1612,10,0.0062,0
1145,37,0.0323,1586,18,0.0113,0
1175,30,0.0255,1635,14,0.0086,0
840,34,0.0405,1138,0,0.0,0
751,89,0.1185,985,153,0.1553,0
641,81,0.1264,844,108,0.128,0
452,19,0.042,595,24,0.0403,0
457,22,0.0481,663,39,0.0588,0
846,10,0.0118,1228,48,0.0391,0
917,71,0.0774,1294,66,0.051,0
961,41,0.0427,1355,18,0.0133,0
968,39,0.0403,1501,55,0.0366,0
1006,56,0.0557,1490,10,0.0067,0
1017,10,0.0098,1442,53,0.0368,0
933,13,0.0139,1438,22,0.0153,0
921,12,0.013,1388,50,0.036,0
892,35,0.0392,1320,23,0.0174,0
838,14,0.0167,1301,26,0.02,0
809,26,0.0321,1266,21,0.0166,0
854,45,0.0527,1206,60,0.0498,0
866,14,0.0162,1263,10,0.0079,0
875,4,0.0046,1298,10,0.0077,0
863,13,0.0151,1241,44,0.0355,0
761,30,0.0394,1373,92,0.067,0
613,3,0.0049,1142,10,0.0088,0
749,9,0.012,1194,44,0.0369,0
637,5,0.0078,1040,1,0.001,0
674,15,0.0223,1040,34,0.0327,0
633,3,0.0047,1035,8,0.0077,0
634,12,0.0189,966,3,0.0031,0
855,47,0.055,1273,47,0.0369,0
977,20,0.0205,1448,22,0.0152,0
982,57,0.058,1425,55,0.0386,0
893,12,0.0134,1237,1,0.0008,0
776,17,0.0219,1037,49,0.0473,0
502,21,0.0418,625,16,0.0256,0
457,12,0.0263,634,30,0.0473,0
489,32,0.0654,653,19,0.0291,0
476,3,0.0063,618,16,0.0259,0
451,7,0.0155,591,30,0.0508,0
436,6,0.0138,572,4,0.007,0
469,40,0.0853,571,9,0.0158,0
443,16,0.0361,543,1,0.0018,0
454,28,0.0617,582,36,0.0619,0
403,28,0.0695,550,3,0.0055,0
431,22,0.051,557,2,0.0036,0
432,10,0.0231,558,16,0.0287,0
9,423,47.0,391,167,0.4271,1
3,1,0.3333,9,6,0.6667,0
13,0,0.0,25,3,0.12,0
16,7,0.4375,26,5,0.1923,0
21,1,0.0476,32,4,0.125,0
24,6,0.25,50,8,0.16,0
46,8,0.1739,91,17,0.1868,0
50,1,0.02,69,4,0.058,0
45,1,0.0222,63,3,0.0476,0
35,10,0.2857,67,4,0.0597,0
55,6,0.1091,74,8,0.1081,0
56,1,0.0179,70,4,0.0571,0
56,2,0.0357,77,1,0.013,0
57,3,0.0526,86,14,0.1628,0
72,8,0.1111,103,10,0.0971,0
81,3,0.037,114,4,0.0351,0
78,7,0.0897,108,1,0.0093,0
44,3,0.0682,71,31,0.4366,0
57,8,0.1404,110,14,0.1273,0
160,8,0.05,315,8,0.0254,0
127,7,0.0551,224,3,0.0134,0
104,6,0.0577,225,2,0.0089,0
130,17,0.1308,225,8,0.0356,0
127,14,0.1102,234,11,0.047,0
157,4,0.0255,277,6,0.0217,0
150,1,0.0067,281,0,0.0,0
236,8,0.0339,415,11,0.0265,0
315,15,0.0476,531,31,0.0584,0
381,22,0.0577,647,20,0.0309,0
440,17,0.0386,688,14,0.0203,0
457,6,0.0131,713,1,0.0014,0
668,39,0.0584,1062,35,0.033,0
715,25,0.035,1112,10,0.009,0
741,26,0.0351,1147,35,0.0305,0
743,2,0.0027,1146,1,0.0009,0
811,27,0.0333,1169,30,0.0257,0
791,6,0.0076,1109,14,0.0126,0
703,126,0.1792,1005,91,0.0905,0
682,52,0.0762,1074,30,0.0279,0
623,11,0.0177,1094,5,0.0046,0
697,37,0.0531,1147,20,0.0174,0
766,28,0.0366,1185,9,0.0076,0
685,81,0.1182,1145,40,0.0349,0
628,18,0.0287,1117,13,0.0116,0
670,27,0.0403,1107,40,0.0361,0
584,47,0.0805,968,14,0.0145,0
309,17,0.055,617,2,0.0032,0
346,39,0.1127,603,20,0.0332,0
139,27,0.1942,289,14,0.0484,0
109,6,0.055,233,9,0.0386,0
163,7,0.0429,242,5,0.0207,0
457,20,0.0438,698,45,0.0645,0
455,10,0.022,667,16,0.024,0
468,9,0.0192,695,19,0.0273,0
494,11,0.0223,666,0,0.0,0
438,42,0.0959,668,7,0.0105,0
444,24,0.0541,635,14,0.022,0
434,28,0.0645,612,20,0.0327,0
10,417,41.7,502,126,0.251,1
123,7,0.0569,180,15,0.0833,0
134,2,0.0149,163,11,0.0675,0
141,8,0.0567,182,24,0.1319,0
124,9,0.0726,176,20,0.1136,0
10,108,10.8,295,150,0.5085,1
192,8,0.0417,274,13,0.0474,0
218,13,0.0596,312,39,0.125,0
272,19,0.0699,377,23,0.061,0
8,266,33.25,250,99,0.396,1
257,7,0.0272,368,26,0.0707,0
255,2,0.0078,400,32,0.08,0
274,19,0.0693,383,17,0.0444,0
11,261,23.7273,961,559,0.5817,1
0,0,0,0,2,0,0
3,2,0.6667,3,0,0.0,0
9,2,0.2222,15,3,0.2,0
6,4,0.6667,10,5,0.5,0
8,0,0.0,9,1,0.1111,0
161,2,0.0124,193,13,0.0674,0
155,5,0.0323,204,9,0.0441,0
168,26,0.1548,204,20,0.098,0
158,5,0.0316,194,2,0.0103,0
159,6,0.0377,188,5,0.0266,0
177,4,0.0226,210,1,0.0048,0
133,5,0.0376,170,10,0.0588,0
152,13,0.0855,206,12,0.0583,0
151,3,0.0199,180,16,0.0889,0
132,9,0.0682,171,13,0.076,0
129,5,0.0388,162,10,0.0617,0
131,2,0.0153,172,10,0.0581,0
140,7,0.05,173,6,0.0347,0
151,11,0.0728,195,22,0.1128,0
147,8,0.0544,185,11,0.0595,0
152,5,0.0329,178,7,0.0393,0
142,6,0.0423,182,1,0.0055,0
126,5,0.0397,176,6,0.0341,0
126,0,0.0,182,6,0.033,0
109,17,0.156,172,10,0.0581,0
151,9,0.0596,194,9,0.0464,0
140,9,0.0643,170,5,0.0294,0
138,9,0.0652,165,1,0.0061,0
123,11,0.0894,158,6,0.038,0
112,14,0.125,175,28,0.16,0
118,1,0.0085,163,18,0.1104,0
130,19,0.1462,168,14,0.0833,0
130,3,0.0231,167,10,0.0599,0
110,4,0.0364,148,7,0.0473,0
111,4,0.036,135,16,0.1185,0
94,3,0.0319,131,6,0.0458,0
97,5,0.0515,133,1,0.0075,0
111,7,0.0631,145,2,0.0138,0
110,12,0.1091,150,7,0.0467,0
110,5,0.0455,141,10,0.0709,0
92,5,0.0543,132,6,0.0455,0
114,9,0.0789,150,10,0.0667,0
106,1,0.0094,142,7,0.0493,0
109,2,0.0183,132,11,0.0833,0
74,2,0.027,107,7,0.0654,0
64,3,0.0469,85,4,0.0471,0
73,8,0.1096,89,1,0.0112,0
57,6,0.1053,77,2,0.026,0
59,2,0.0339,72,5,0.0694,0
41,0,0.0,43,10,0.2326,0
40,5,0.125,47,2,0.0426,0
29,4,0.1379,39,1,0.0256,0
28,0,0.0,33,9,0.2727,0
27,2,0.0741,35,0,0.0,0
37,18,0.4865,69,10,0.1449,0
40,3,0.075,75,6,0.08,0
45,5,0.1111,77,2,0.026,0
40,11,0.275,97,2,0.0206,0
63,1,0.0159,109,13,0.1193,0
72,7,0.0972,104,10,0.0962,0
86,16,0.186,148,30,0.2027,0
58,3,0.0517,101,8,0.0792,0
63,3,0.0476,118,2,0.0169,0
88,7,0.0795,130,4,0.0308,0
79,5,0.0633,97,3,0.0309,0
79,0,0.0,102,5,0.049,0
105,21,0.2,132,6,0.0455,0
92,1,0.0109,118,4,0.0339,0
118,7,0.0593,152,8,0.0526,0
107,7,0.0654,154,4,0.026,0
114,21,0.1842,209,17,0.0813,0
141,0,0.0,198,9,0.0455,0
96,15,0.1562,161,6,0.0373,0
131,10,0.0763,209,15,0.0718,0
152,3,0.0197,221,4,0.0181,0
152,9,0.0592,216,11,0.0509,0
141,6,0.0426,182,17,0.0934,0
138,3,0.0217,205,23,0.1122,0
112,2,0.0179,165,8,0.0485,0
140,11,0.0786,205,12,0.0585,0
113,8,0.0708,182,4,0.022,0
113,2,0.0177,177,5,0.0282,0
109,17,0.156,146,5,0.0342,0
85,7,0.0824,121,8,0.0661,0
36,17,0.4722,70,4,0.0571,0
221,2,0.009,262,19,0.0725,0
217,14,0.0645,263,6,0.0228,0
191,29,0.1518,265,6,0.0226,0
9,145,16.1111,271,34,0.1255,1
129,119,0.9225,217,22,0.1014,0
125,2,0.016,235,10,0.0426,0
171,18,0.1053,259,16,0.0618,0
186,15,0.0806,290,31,0.1069,0
196,32,0.1633,276,9,0.0326,0
168,8,0.0476,263,12,0.0456,0
155,14,0.0903,240,5,0.0208,0
130,21,0.1615,177,34,0.1921,0
129,13,0.1008,193,4,0.0207,0
118,4,0.0339,201,2,0.01,0
121,9,0.0744,172,2,0.0116,0
112,9,0.0804,164,8,0.0488,0
97,5,0.0515,141,15,0.1064,0
81,6,0.0741,140,19,0.1357,0
86,3,0.0349,119,7,0.0588,0
90,5,0.0556,134,7,0.0522,0
105,11,0.1048,164,4,0.0244,0
138,3,0.0217,201,12,0.0597,0
122,11,0.0902,174,7,0.0402,0
108,19,0.1759,195,2,0.0103,0
131,12,0.0916,202,8,0.0396,0
263,23,0.0875,411,11,0.0268,0
262,1,0.0038,422,11,0.0261,0
254,17,0.0669,429,22,0.0513,0
278,2,0.0072,429,0,0.0,0
287,23,0.0801,433,2,0.0046,0
287,8,0.0279,424,8,0.0189,0
222,22,0.0991,357,21,0.0588,0
248,5,0.0202,348,12,0.0345,0
176,2,0.0114,269,15,0.0558,0
189,4,0.0212,339,14,0.0413,0
177,12,0.0678,334,5,0.015,0
172,1,0.0058,323,36,0.1115,0
261,24,0.092,414,34,0.0821,0
297,5,0.0168,474,7,0.0148,0
291,20,0.0687,498,20,0.0402,0
265,18,0.0679,418,2,0.0048,0
286,21,0.0734,440,22,0.05,0
263,4,0.0152,397,13,0.0327,0
234,18,0.0769,367,14,0.0381,0
271,1,0.0037,420,32,0.0762,0
284,12,0.0423,412,8,0.0194,0
298,7,0.0235,422,10,0.0237,0
305,10,0.0328,425,1,0.0024,0
287,3,0.0105,442,17,0.0385,0
276,18,0.0652,445,24,0.0539,0
254,1,0.0039,374,2,0.0053,0
264,26,0.0985,435,19,0.0437,0
277,24,0.0866,445,10,0.0225,0
301,24,0.0797,431,14,0.0325,0
298,11,0.0369,464,16,0.0345,0
316,11,0.0348,493,12,0.0243,0
304,6,0.0197,462,5,0.0108,0
312,12,0.0385,458,20,0.0437,0
368,13,0.0353,469,3,0.0064,0
364,25,0.0687,457,7,0.0153,0
368,12,0.0326,489,15,0.0307,0
331,17,0.0514,468,13,0.0278,0
340,9,0.0265,482,4,0.0083,0
344,13,0.0378,461,6,0.013,0
343,15,0.0437,462,13,0.0281,0
7,376,53.7143,342,146,0.4269,1
17,0,0.0,25,0,0.0,0
18,1,0.0556,26,1,0.0385,0
18,0,0.0,27,4,0.1481,0
18,0,0.0,22,1,0.0455,0
15,1,0.0667,22,3,0.1364,0
18,2,0.1111,28,5,0.1786,0
20,0,0.0,31,2,0.0645,0
32,0,0.0,45,1,0.0222,0
52,6,0.1154,75,1,0.0133,0
61,9,0.1475,88,13,0.1477,0
48,4,0.0833,83,13,0.1566,0
56,2,0.0357,82,3,0.0366,0
67,2,0.0299,94,0,0.0,0
43,7,0.1628,58,7,0.1207,0
42,4,0.0952,61,4,0.0656,0
62,4,0.0645,83,5,0.0602,0
92,7,0.0761,134,9,0.0672,0
108,8,0.0741,133,16,0.1203,0
104,5,0.0481,136,3,0.0221,0
99,5,0.0505,134,2,0.0149,0
85,7,0.0824,126,4,0.0317,0
100,3,0.03,147,13,0.0884,0
101,2,0.0198,148,12,0.0811,0
109,8,0.0734,144,4,0.0278,0
109,3,0.0275,145,1,0.0069,0
119,10,0.084,184,17,0.0924,0
106,3,0.0283,171,9,0.0526,0
99,7,0.0707,182,11,0.0604,0
115,11,0.0957,186,14,0.0753,0
115,0,0.0,189,3,0.0159,0
132,3,0.0227,210,1,0.0048,0
177,4,0.0226,264,6,0.0227,0
177,11,0.0621,228,24,0.1053,0
172,9,0.0523,262,16,0.0611,0
192,17,0.0885,283,28,0.0989,0
193,1,0.0052,284,9,0.0317,0
285,12,0.0421,381,3,0.0079,0
298,10,0.0336,405,11,0.0272,0
302,6,0.0199,433,21,0.0485,0
235,4,0.017,348,10,0.0287,0
216,16,0.0741,327,0,0.0,0
202,0,0.0,290,12,0.0414,0
199,10,0.0503,286,30,0.1049,0
200,8,0.04,269,19,0.0706,0
185,15,0.0811,287,18,0.0627,0
220,3,0.0136,310,3,0.0097,0
269,17,0.0632,385,27,0.0701,0
244,4,0.0164,341,1,0.0029,0
275,11,0.04,347,4,0.0115,0
243,2,0.0082,323,3,0.0093,0
240,3,0.0125,303,20,0.066,0
256,23,0.0898,330,13,0.0394,0
227,10,0.0441,314,12,0.0382,0
237,10,0.0422,332,18,0.0542,0
231,9,0.039,349,5,0.0143,0
258,1,0.0039,346,13,0.0376,0
264,7,0.0265,336,36,0.1071,0
258,13,0.0504,372,13,0.0349,0
279,16,0.0573,360,16,0.0444,0
264,21,0.0795,379,27,0.0712,0
262,8,0.0305,392,17,0.0434,0
203,5,0.0246,282,6,0.0213,0
204,1,0.0049,284,2,0.007,0
189,2,0.0106,288,18,0.0625,0
186,6,0.0323,278,21,0.0755,0
216,28,0.1296,298,6,0.0201,0
224,10,0.0446,335,6,0.0179,0
296,5,0.0169,380,30,0.0789,0
283,13,0.0459,377,6,0.0159,0
323,1,0.0031,426,30,0.0704,0
289,7,0.0242,424,13,0.0307,0
3,286,95.3333,1247,823,0.66,0
633,37,0.0585,810,3,0.0037,0
656,21,0.032,810,19,0.0235,0
609,14,0.023,820,24,0.0293,0
628,44,0.0701,815,2,0.0025,0
647,16,0.0247,835,13,0.0156,0
646,79,0.1223,856,21,0.0245,0
672,7,0.0104,835,12,0.0144,0
709,56,0.079,875,5,0.0057,0
690,165,0.2391,821,18,0.0219,0
679,37,0.0545,856,18,0.021,0
707,51,0.0721,899,23,0.0256,0
675,24,0.0356,889,13,0.0146,0
700,3,0.0043,889,4,0.0045,0
717,17,0.0237,892,3,0.0034,0
676,44,0.0651,921,31,0.0337,0
711,0,0.0,927,25,0.027,0
708,19,0.0268,896,37,0.0413,0
21,659,31.381,332,560,1.6867,1
86,3,0.0349,121,7,0.0579,0
105,6,0.0571,126,1,0.0079,0
93,12,0.129,135,9,0.0667,0
109,16,0.1468,134,1,0.0075,0
88,0,0.0,114,6,0.0526,0
85,5,0.0588,120,6,0.05,0
78,11,0.141,121,7,0.0579,0
76,11,0.1447,98,15,0.1531,0
99,7,0.0707,130,4,0.0308,0
98,15,0.1531,131,20,0.1527,0
82,16,0.1951,124,7,0.0565,0
89,3,0.0337,123,3,0.0244,0
68,6,0.0882,113,1,0.0088,0
90,13,0.1444,131,2,0.0153,0
88,2,0.0227,116,15,0.1293,0
94,4,0.0426,133,10,0.0752,0
90,10,0.1111,120,14,0.1167,0
91,7,0.0769,131,17,0.1298,0
88,15,0.1705,124,12,0.0968,0
110,15,0.1364,122,1,0.0082,0
104,1,0.0096,127,13,0.1024,0
109,12,0.1101,129,8,0.062,0
94,5,0.0532,131,13,0.0992,0
94,2,0.0213,119,5,0.042,0
72,23,0.3194,100,14,0.14,0
87,15,0.1724,112,12,0.1071,0
106,5,0.0472,133,1,0.0075,0
101,5,0.0495,133,12,0.0902,0
116,11,0.0948,156,12,0.0769,0
114,6,0.0526,147,12,0.0816,0
115,3,0.0261,130,10,0.0769,0
111,6,0.0541,128,15,0.1172,0
106,2,0.0189,128,1,0.0078,0
115,1,0.0087,159,18,0.1132,0
117,1,0.0085,131,8,0.0611,0
124,13,0.1048,155,5,0.0323,0
109,11,0.1009,144,9,0.0625,0
107,19,0.1776,135,12,0.0889,0
92,4,0.0435,115,6,0.0522,0
94,2,0.0213,117,7,0.0598,0
79,9,0.1139,109,3,0.0275,0
98,11,0.1122,128,6,0.0469,0
101,1,0.0099,129,7,0.0543,0
90,4,0.0444,110,3,0.0273,0
91,13,0.1429,105,11,0.1048,0
77,1,0.013,119,10,0.084,0
85,19,0.2235,119,4,0.0336,0
98,9,0.0918,127,6,0.0472,0
96,1,0.0104,138,0,0.0,0
109,18,0.1651,132,1,0.0076,0
68,9,0.1324,107,20,0.1869,0
85,0,0.0,110,7,0.0636,0
89,5,0.0562,124,18,0.1452,0
81,15,0.1852,114,5,0.0439,0
95,10,0.1053,118,3,0.0254,0
84,3,0.0357,113,2,0.0177,0
70,9,0.1286,100,7,0.07,0
77,6,0.0779,107,9,0.0841,0
71,10,0.1408,111,12,0.1081,0
80,9,0.1125,104,7,0.0673,0
80,0,0.0,114,10,0.0877,0
3,77,25.6667,282,168,0.5957,1
294,285,0.9694,418,27,0.0646,0
118,3,0.0254,233,37,0.1588,0
91,10,0.1099,178,1,0.0056,0
103,10,0.0971,149,9,0.0604,0
107,8,0.0748,157,0,0.0,0
126,1,0.0079,150,27,0.18,0
3,123,41.0,298,148,0.4966,1
0,0,0,0,5,0,0
2,2,1.0,6,4,0.6667,0
32,5,0.1562,44,1,0.0227,0
37,5,0.1351,59,15,0.2542,0
98,18,0.1837,159,24,0.1509,0
176,24,0.1364,245,14,0.0571,0
133,0,0.0,216,19,0.088,0
729,7,0.0096,830,32,0.0386,0
735,13,0.0177,825,6,0.0073,0
21,722,34.381,884,72,0.0814,1
2,0,0.0,4,1,0.25,0
68,2,0.0294,139,23,0.1655,0
92,12,0.1304,164,14,0.0854,0
95,14,0.1474,187,5,0.0267,0
108,8,0.0741,153,3,0.0196,0
141,19,0.1348,227,13,0.0573,0
144,3,0.0208,212,15,0.0708,0
132,1,0.0076,211,17,0.0806,0
142,15,0.1056,207,2,0.0097,0
179,1,0.0056,252,18,0.0714,0
216,17,0.0787,305,26,0.0852,0
271,15,0.0554,366,28,0.0765,0
263,15,0.057,394,32,0.0812,0
282,5,0.0177,402,3,0.0075,0
271,12,0.0443,376,13,0.0346,0
247,11,0.0445,375,3,0.008,0
253,2,0.0079,380,12,0.0316,0
257,8,0.0311,372,4,0.0108,0
227,7,0.0308,350,37,0.1057,0
232,22,0.0948,342,22,0.0643,0
202,21,0.104,305,18,0.059,0
228,8,0.0351,319,12,0.0376,0
